date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:39:31	1797/1797	---M--	200	added ('OK')	image/png	etag:%22b53d2f7d724b0193184b42907f38e890%22	https://solapa-html.vercel.app/assets/images/favicons/favicon-32x32.png	E:/sabia/solapa-html.vercel.app/assets/images/favicons/favicon-32x32.png	(from https://solapa-html.vercel.app/index.html)
17:39:31	1638/1638	---M--	200	added ('OK')	image/png	etag:%2238fd084d69d5cc813ca7b53a542f7606%22	https://solapa-html.vercel.app/assets/images/favicons/favicon-16x16.png	E:/sabia/solapa-html.vercel.app/assets/images/favicons/favicon-16x16.png	(from https://solapa-html.vercel.app/index.html)
17:39:31	3620/3620	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2015%20Nov%202022%2012:09:33%20GMT	https://solapa-html.vercel.app/assets/images/favicons/site.webmanifest	E:/sabia/solapa-html.vercel.app/assets/images/favicons/site.webmanifest	(from https://solapa-html.vercel.app/index.html)
17:39:32	215709/215709	---MCZ	200	added ('OK')	text/css	etag:W/%2296cb2ee1f0412e1863249c3d29faa678%22	https://solapa-html.vercel.app/assets/css/solapa.css	E:/sabia/solapa-html.vercel.app/assets/css/solapa.css	(from https://solapa-html.vercel.app/index.html)
17:39:32	22483/22483	---MCZ	200	added ('OK')	text/css	etag:W/%22474992f1a202789b58bd96621f8dbd69%22	https://solapa-html.vercel.app/assets/css/solapa-responsive.css	E:/sabia/solapa-html.vercel.app/assets/css/solapa-responsive.css	(from https://solapa-html.vercel.app/index.html)
17:39:32	20418/20418	---MCZ	200	added ('OK')	text/html	etag:W/%22c2e8a86be1478261630a781f25d3a293%22	https://solapa-html.vercel.app/contact.html	E:/sabia/solapa-html.vercel.app/contact.html	(from https://solapa-html.vercel.app/index.html)
17:39:32	1452/1452	---M--	200	added ('OK')	image/png	etag:%2244d05d45360ea3cda8b1518efacf04e0%22	https://solapa-html.vercel.app/assets/images/icons/flag.png	E:/sabia/solapa-html.vercel.app/assets/images/icons/flag.png	(from https://solapa-html.vercel.app/index.html)
17:39:33	4015/4015	---M--	200	added ('OK')	image/jpeg	etag:%224e6253c7439a980effe3069080455522%22	https://solapa-html.vercel.app/assets/images/resource/post-thumb-1.jpg	E:/sabia/solapa-html.vercel.app/assets/images/resource/post-thumb-1.jpg	(from https://solapa-html.vercel.app/index.html)
17:39:33	3620/3620	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2015%20Nov%202022%2012:09:35%20GMT	https://solapa-html.vercel.app/shoping-cart.html	E:/sabia/solapa-html.vercel.app/shoping-cart.html	(from https://solapa-html.vercel.app/index.html)
17:39:33	1768/1768	---M--	200	added ('OK')	image/jpeg	etag:%227a55b70fc14611ed33eddaf9f9541eb2%22	https://solapa-html.vercel.app/assets/images/resource/post-thumb-2.jpg	E:/sabia/solapa-html.vercel.app/assets/images/resource/post-thumb-2.jpg	(from https://solapa-html.vercel.app/index.html)
17:39:33	3620/3620	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2015%20Nov%202022%2012:09:35%20GMT	https://solapa-html.vercel.app/checkout.html	E:/sabia/solapa-html.vercel.app/checkout.html	(from https://solapa-html.vercel.app/index.html)
17:39:33	4742/4742	---M--	200	added ('OK')	image/png	etag:%222e2f739541c6ec7d1ab623b85eef3c7c%22	https://solapa-html.vercel.app/assets/images/resource/logo.png	E:/sabia/solapa-html.vercel.app/assets/images/resource/logo.png	(from https://solapa-html.vercel.app/index.html)
17:39:34	57864/57864	---MCZ	200	added ('OK')	text/html	etag:W/%226a8b0bb68b464b31fce23b8964784394%22	https://solapa-html.vercel.app/index-2.html	E:/sabia/solapa-html.vercel.app/index-2.html	(from https://solapa-html.vercel.app/index.html)
17:39:34	50577/50577	---MCZ	200	added ('OK')	text/html	etag:W/%22b5d14df419a124d990cc99a78513dec8%22	https://solapa-html.vercel.app/index-3.html	E:/sabia/solapa-html.vercel.app/index-3.html	(from https://solapa-html.vercel.app/index.html)
17:39:34	41619/41619	---MCZ	200	added ('OK')	text/html	etag:W/%22b0964702e91e26bebd6923f0a947f6d7%22	https://solapa-html.vercel.app/about.html	E:/sabia/solapa-html.vercel.app/about.html	(from https://solapa-html.vercel.app/index.html)
17:39:34	30947/30947	---MCZ	200	added ('OK')	text/html	etag:W/%2228b59e2cc7a0199fa66f71384119ce7e%22	https://solapa-html.vercel.app/team.html	E:/sabia/solapa-html.vercel.app/team.html	(from https://solapa-html.vercel.app/index.html)
17:39:35	22860/22860	---MCZ	200	added ('OK')	text/html	etag:W/%22094ac15dced11252067e1edc938d45aa%22	https://solapa-html.vercel.app/faq.html	E:/sabia/solapa-html.vercel.app/faq.html	(from https://solapa-html.vercel.app/index.html)
17:39:35	23125/23125	---MCZ	200	added ('OK')	text/html	etag:W/%2219e535131d3c88e1f9cef7e8a95ca0ec%22	https://solapa-html.vercel.app/company-history.html	E:/sabia/solapa-html.vercel.app/company-history.html	(from https://solapa-html.vercel.app/index.html)
17:39:35	28781/28781	---MCZ	200	added ('OK')	text/html	etag:W/%22786f9fe5bb2501ee1883864bdc0a4c08%22	https://solapa-html.vercel.app/services.html	E:/sabia/solapa-html.vercel.app/services.html	(from https://solapa-html.vercel.app/index.html)
17:39:35	25237/25237	---MCZ	200	added ('OK')	text/html	etag:W/%229e40b20bf7b67cf50ac37e3fcb350182%22	https://solapa-html.vercel.app/solar-energy.html	E:/sabia/solapa-html.vercel.app/solar-energy.html	(from https://solapa-html.vercel.app/index.html)
17:39:36	25249/25249	---MCZ	200	added ('OK')	text/html	etag:W/%222f10cdadc7429c946dadda58ffce4b24%22	https://solapa-html.vercel.app/wind-generators.html	E:/sabia/solapa-html.vercel.app/wind-generators.html	(from https://solapa-html.vercel.app/index.html)
17:39:36	25253/25253	---MCZ	200	added ('OK')	text/html	etag:W/%229dc8bdbee15eb785b3f58a4510277e8d%22	https://solapa-html.vercel.app/renewable-energy.html	E:/sabia/solapa-html.vercel.app/renewable-energy.html	(from https://solapa-html.vercel.app/index.html)
17:39:36	25237/25237	---MCZ	200	added ('OK')	text/html	etag:W/%22af409504243793959dc761ad41deab90%22	https://solapa-html.vercel.app/installation.html	E:/sabia/solapa-html.vercel.app/installation.html	(from https://solapa-html.vercel.app/index.html)
17:39:36	25229/25229	---MCZ	200	added ('OK')	text/html	etag:W/%22f6e9777c30582c2c86be79b3a0807d32%22	https://solapa-html.vercel.app/monitoring.html	E:/sabia/solapa-html.vercel.app/monitoring.html	(from https://solapa-html.vercel.app/index.html)
17:39:36	22869/22869	---MCZ	200	added ('OK')	text/html	etag:W/%22548375ba45598d8fb91896e755017112%22	https://solapa-html.vercel.app/projects.html	E:/sabia/solapa-html.vercel.app/projects.html	(from https://solapa-html.vercel.app/index.html)
17:39:37	23395/23395	---MCZ	200	added ('OK')	text/html	etag:W/%221000401d357fa108a15aea8d0cb4d1a2%22	https://solapa-html.vercel.app/projects-2.html	E:/sabia/solapa-html.vercel.app/projects-2.html	(from https://solapa-html.vercel.app/index.html)
17:39:37	23070/23070	---MCZ	200	added ('OK')	text/html	etag:W/%227f3bb97b499100c906196d612d727ff1%22	https://solapa-html.vercel.app/projects-3.html	E:/sabia/solapa-html.vercel.app/projects-3.html	(from https://solapa-html.vercel.app/index.html)
17:39:37	24112/24112	---MCZ	200	added ('OK')	text/html	etag:W/%22584549f3ae4d6f4b42f02c1fbfd380ad%22	https://solapa-html.vercel.app/project-detail.html	E:/sabia/solapa-html.vercel.app/project-detail.html	(from https://solapa-html.vercel.app/index.html)
17:39:37	23912/23912	---MCZ	200	added ('OK')	text/html	etag:W/%229a2e605ba3d25ebdab3cd66c572c606d%22	https://solapa-html.vercel.app/blog.html	E:/sabia/solapa-html.vercel.app/blog.html	(from https://solapa-html.vercel.app/index.html)
17:39:37	26988/26988	---MCZ	200	added ('OK')	text/html	etag:W/%22adb829ae33df0b5122ea6049a7c1f8b2%22	https://solapa-html.vercel.app/blog-classic.html	E:/sabia/solapa-html.vercel.app/blog-classic.html	(from https://solapa-html.vercel.app/index.html)
17:39:38	29671/29671	---MCZ	200	added ('OK')	text/html	etag:W/%22e9c533c104abbda70071f0bfd1101d3e%22	https://solapa-html.vercel.app/blog-detail.html	E:/sabia/solapa-html.vercel.app/blog-detail.html	(from https://solapa-html.vercel.app/index.html)
17:39:38	17905/17905	---MCZ	200	added ('OK')	text/html	etag:W/%2287535358550169c1a39299997d19b821%22	https://solapa-html.vercel.app/not-found.html	E:/sabia/solapa-html.vercel.app/not-found.html	(from https://solapa-html.vercel.app/index.html)
17:39:38	4742/4742	---M--	200	added ('OK')	image/png	etag:%220fc6b95cd860d67d7a19f3a043b84c69%22	https://solapa-html.vercel.app/assets/images/resource/logo-small.png	E:/sabia/solapa-html.vercel.app/assets/images/resource/logo-small.png	(from https://solapa-html.vercel.app/index.html)
17:39:39	4777/4777	---M--	200	added ('OK')	image/png	etag:%2222e08e9ea212f1beb7f9167df44ad3d6%22	https://solapa-html.vercel.app/assets/images/resource/logo-2.png	E:/sabia/solapa-html.vercel.app/assets/images/resource/logo-2.png	(from https://solapa-html.vercel.app/index.html)
17:39:39	2749/2749	---M--	200	added ('OK')	image/png	etag:%22472158e128ca947c278b26cfc8eec7fa%22	https://solapa-html.vercel.app/assets/images/shapes/main-slider-shape-1.png	E:/sabia/solapa-html.vercel.app/assets/images/shapes/main-slider-shape-1.png	(from https://solapa-html.vercel.app/index.html)
17:39:39	2950/2950	---M--	200	added ('OK')	image/png	etag:%22303b84f30f9644702fba0a3efe136103%22	https://solapa-html.vercel.app/assets/images/shapes/main-slider-shape-2.png	E:/sabia/solapa-html.vercel.app/assets/images/shapes/main-slider-shape-2.png	(from https://solapa-html.vercel.app/index.html)
17:39:40	522622/522622	---M--	200	added ('OK')	image/jpeg	etag:%22d4e30e4d1799fc546b747ac5e65927db%22	https://solapa-html.vercel.app/assets/images/main-slider/main-slider-1-1.jpg	E:/sabia/solapa-html.vercel.app/assets/images/main-slider/main-slider-1-1.jpg	(from https://solapa-html.vercel.app/index.html)
17:39:40	2621/2621	---M--	200	added ('OK')	image/png	etag:%224b8cbce3e40c7ac0080b36392e1e188c%22	https://solapa-html.vercel.app/assets/images/shapes/main-slider-shape-3.png	E:/sabia/solapa-html.vercel.app/assets/images/shapes/main-slider-shape-3.png	(from https://solapa-html.vercel.app/index.html)
17:39:40	389896/389896	---M--	200	added ('OK')	image/png	etag:%22933288d0eea8e5466b4db715e1bd483c%22	https://solapa-html.vercel.app/assets/images/main-slider/content-image-1.png	E:/sabia/solapa-html.vercel.app/assets/images/main-slider/content-image-1.png	(from https://solapa-html.vercel.app/index.html)
17:39:41	2612/2612	---M--	200	added ('OK')	image/png	etag:%223ab86d703eb30a45acd81002b445a361%22	https://solapa-html.vercel.app/assets/images/shapes/main-slider-shape-4.png	E:/sabia/solapa-html.vercel.app/assets/images/shapes/main-slider-shape-4.png	(from https://solapa-html.vercel.app/index.html)
17:39:41	2411/2411	---M--	200	added ('OK')	image/png	etag:%22f8f63e2570ebc30bffda7b4588ba3b63%22	https://solapa-html.vercel.app/assets/images/shapes/main-slider-shape-5.png	E:/sabia/solapa-html.vercel.app/assets/images/shapes/main-slider-shape-5.png	(from https://solapa-html.vercel.app/index.html)
17:39:41	8114/8114	---M--	200	added ('OK')	image/png	etag:%22e26ade66f8257d3b7556fd668ebeaef4%22	https://solapa-html.vercel.app/assets/images/shapes/main-slider-shape-6.png	E:/sabia/solapa-html.vercel.app/assets/images/shapes/main-slider-shape-6.png	(from https://solapa-html.vercel.app/index.html)
17:39:41	1422/1422	---M--	200	added ('OK')	image/png	etag:%223a4e9e478893e75ce8f8cdb50120e158%22	https://solapa-html.vercel.app/assets/images/icons/icon-1.png	E:/sabia/solapa-html.vercel.app/assets/images/icons/icon-1.png	(from https://solapa-html.vercel.app/index.html)
17:39:43	551528/551528	---M--	200	added ('OK')	image/jpeg	etag:%2209653838f347280839726bb381d5fc31%22	https://solapa-html.vercel.app/assets/images/main-slider/main-slider-1-2.jpg	E:/sabia/solapa-html.vercel.app/assets/images/main-slider/main-slider-1-2.jpg	(from https://solapa-html.vercel.app/index.html)
17:39:43	371365/371365	---M--	200	added ('OK')	image/png	etag:%22538c9dc2711abc82c87284f01a95f37d%22	https://solapa-html.vercel.app/assets/images/main-slider/content-image-1-2.png	E:/sabia/solapa-html.vercel.app/assets/images/main-slider/content-image-1-2.png	(from https://solapa-html.vercel.app/index.html)
17:39:43	3546/3546	---M--	200	added ('OK')	image/png	etag:%22da9eab89dfbbf447ee37a8d0314c6c8e%22	https://solapa-html.vercel.app/assets/images/shapes/shape-4.png	E:/sabia/solapa-html.vercel.app/assets/images/shapes/shape-4.png	(from https://solapa-html.vercel.app/index.html)
17:39:43	2983/2983	---M--	200	added ('OK')	image/png	etag:%22627b7e95825b01dc929f54034e6de14f%22	https://solapa-html.vercel.app/assets/images/shapes/shape-8.png	E:/sabia/solapa-html.vercel.app/assets/images/shapes/shape-8.png	(from https://solapa-html.vercel.app/index.html)
17:39:43	2518/2518	---M--	200	added ('OK')	image/png	etag:%2283c4c3ef1a1a131f5324093f5598de3c%22	https://solapa-html.vercel.app/assets/images/shapes/shape-5.png	E:/sabia/solapa-html.vercel.app/assets/images/shapes/shape-5.png	(from https://solapa-html.vercel.app/index.html)
17:39:44	3206/3206	---M--	200	added ('OK')	image/png	etag:%2273dc66928188ea6522eaa5531720236c%22	https://solapa-html.vercel.app/assets/images/shapes/shape-6.png	E:/sabia/solapa-html.vercel.app/assets/images/shapes/shape-6.png	(from https://solapa-html.vercel.app/index.html)
17:39:44	489244/489244	---M--	200	added ('OK')	image/png	etag:%227b96298eaf42e99579a02d690407e1a8%22	https://solapa-html.vercel.app/assets/images/main-slider/content-image-1-3.png	E:/sabia/solapa-html.vercel.app/assets/images/main-slider/content-image-1-3.png	(from https://solapa-html.vercel.app/index.html)
17:39:44	678304/678304	---M--	200	added ('OK')	image/jpeg	etag:%22f32769de8dac730a0a513148ad0698c2%22	https://solapa-html.vercel.app/assets/images/main-slider/main-slider-1-3.jpg	E:/sabia/solapa-html.vercel.app/assets/images/main-slider/main-slider-1-3.jpg	(from https://solapa-html.vercel.app/index.html)
17:39:44	2506/2506	---M--	200	added ('OK')	image/png	etag:%220c53214588ddbe34aa8f0bba2f882327%22	https://solapa-html.vercel.app/assets/images/shapes/shape-7.png	E:/sabia/solapa-html.vercel.app/assets/images/shapes/shape-7.png	(from https://solapa-html.vercel.app/index.html)
17:39:44	48291/48291	---M--	200	added ('OK')	image/jpeg	etag:%22b431864fa18a4c89ae55e078ab976a37%22	https://solapa-html.vercel.app/assets/images/resource/energy-1.jpg	E:/sabia/solapa-html.vercel.app/assets/images/resource/energy-1.jpg	(from https://solapa-html.vercel.app/index.html)
17:39:44	96289/96289	---M--	200	added ('OK')	image/jpeg	etag:%2279eb0cb616397b7fbc2a95ff5f10c8fe%22	https://solapa-html.vercel.app/assets/images/resource/energy-2.jpg	E:/sabia/solapa-html.vercel.app/assets/images/resource/energy-2.jpg	(from https://solapa-html.vercel.app/index.html)
17:39:45	62486/62486	---M--	200	added ('OK')	image/jpeg	etag:%22f47a673ee0b16ee8beaacb2dab2d9707%22	https://solapa-html.vercel.app/assets/images/resource/energy-3.jpg	E:/sabia/solapa-html.vercel.app/assets/images/resource/energy-3.jpg	(from https://solapa-html.vercel.app/index.html)
17:39:45	62533/62533	---M--	200	added ('OK')	image/jpeg	etag:%2209b5633dc22a03ee0525138f8d82abb1%22	https://solapa-html.vercel.app/assets/images/resource/cta-1.jpg	E:/sabia/solapa-html.vercel.app/assets/images/resource/cta-1.jpg	(from https://solapa-html.vercel.app/index.html)
17:39:45	183746/183746	---M--	200	added ('OK')	image/jpeg	etag:%229acf921a66dfe195578a1ce1d37e330d%22	https://solapa-html.vercel.app/assets/images/resource/faq.jpg	E:/sabia/solapa-html.vercel.app/assets/images/resource/faq.jpg	(from https://solapa-html.vercel.app/index.html)
17:39:46	131727/131727	---M--	200	added ('OK')	image/jpeg	etag:%229ca0f7c7c7a264b465f6c344702b2594%22	https://solapa-html.vercel.app/assets/images/gallery/gallery-1-1.jpg	E:/sabia/solapa-html.vercel.app/assets/images/gallery/gallery-1-1.jpg	(from https://solapa-html.vercel.app/index.html)
17:39:46	109176/109176	---M--	200	added ('OK')	image/jpeg	etag:%221a7b393cbf8aa425deb7f6f0df7aea0c%22	https://solapa-html.vercel.app/assets/images/gallery/gallery-1-2.jpg	E:/sabia/solapa-html.vercel.app/assets/images/gallery/gallery-1-2.jpg	(from https://solapa-html.vercel.app/index.html)
17:39:46	162784/162784	---M--	200	added ('OK')	image/jpeg	etag:%2265f9473cf76e7efc9cf7aef017611a1c%22	https://solapa-html.vercel.app/assets/images/gallery/gallery-1-3.jpg	E:/sabia/solapa-html.vercel.app/assets/images/gallery/gallery-1-3.jpg	(from https://solapa-html.vercel.app/index.html)
17:39:46	8796/8796	---M--	200	added ('OK')	image/png	etag:%2297fbee1e5f90ce9cc8a97952a1c6c186%22	https://solapa-html.vercel.app/assets/images/icons/energy-2-1.png	E:/sabia/solapa-html.vercel.app/assets/images/icons/energy-2-1.png	(from https://solapa-html.vercel.app/index.html)
17:39:46	121554/121554	---M--	200	added ('OK')	image/jpeg	etag:%22a1b3a8ff68613890dcc5d12d44062ae5%22	https://solapa-html.vercel.app/assets/images/resource/energy-2-1.jpg	E:/sabia/solapa-html.vercel.app/assets/images/resource/energy-2-1.jpg	(from https://solapa-html.vercel.app/index.html)
17:39:46	6786/6786	---M--	200	added ('OK')	image/png	etag:%2292101d22c12e773fd66c6609396f8e36%22	https://solapa-html.vercel.app/assets/images/shapes/testimonial-shape-1.png	E:/sabia/solapa-html.vercel.app/assets/images/shapes/testimonial-shape-1.png	(from https://solapa-html.vercel.app/index.html)
17:39:47	6513/6513	---M--	200	added ('OK')	image/png	etag:%227ee86056aa9f06a5d18a68c40cdf7f0b%22	https://solapa-html.vercel.app/assets/images/shapes/testimonial-shape-1-1.png	E:/sabia/solapa-html.vercel.app/assets/images/shapes/testimonial-shape-1-1.png	(from https://solapa-html.vercel.app/index.html)
17:39:47	5046/5046	---M--	200	added ('OK')	image/png	etag:%22daf2b2372500c248974f817df1a41a62%22	https://solapa-html.vercel.app/assets/images/shapes/testimonial-shape-1-2.png	E:/sabia/solapa-html.vercel.app/assets/images/shapes/testimonial-shape-1-2.png	(from https://solapa-html.vercel.app/index.html)
17:39:47	4199/4199	---M--	200	added ('OK')	image/png	etag:%22f4c40af3b1a4122750ecb14353d96c1b%22	https://solapa-html.vercel.app/assets/images/shapes/testimonial-shape-1-3.png	E:/sabia/solapa-html.vercel.app/assets/images/shapes/testimonial-shape-1-3.png	(from https://solapa-html.vercel.app/index.html)
17:39:47	8666/8666	---M--	200	added ('OK')	image/jpeg	etag:%2241c362da62fc4031add254b90d29110d%22	https://solapa-html.vercel.app/assets/images/authors/author-1.jpg	E:/sabia/solapa-html.vercel.app/assets/images/authors/author-1.jpg	(from https://solapa-html.vercel.app/index.html)
17:39:48	93591/93591	---M--	200	added ('OK')	image/jpeg	etag:%220cc40589433695928858853f8480685f%22	https://solapa-html.vercel.app/assets/images/blog/news-1-1.jpg	E:/sabia/solapa-html.vercel.app/assets/images/blog/news-1-1.jpg	(from https://solapa-html.vercel.app/index.html)
17:39:48	4314/4314	---M--	200	added ('OK')	image/jpeg	etag:%22c636bc4d9d6d57c894937d096628891e%22	https://solapa-html.vercel.app/assets/images/authors/author-2.jpg	E:/sabia/solapa-html.vercel.app/assets/images/authors/author-2.jpg	(from https://solapa-html.vercel.app/index.html)
17:39:48	78309/78309	---M--	200	added ('OK')	image/jpeg	etag:%2262e3f472469257d1d96847ff167183b4%22	https://solapa-html.vercel.app/assets/images/blog/news-1-2.jpg	E:/sabia/solapa-html.vercel.app/assets/images/blog/news-1-2.jpg	(from https://solapa-html.vercel.app/index.html)
17:39:48	7067/7067	---M--	200	added ('OK')	image/jpeg	etag:%22a588b3e1b85a7c40fec79263968806ee%22	https://solapa-html.vercel.app/assets/images/authors/author-3.jpg	E:/sabia/solapa-html.vercel.app/assets/images/authors/author-3.jpg	(from https://solapa-html.vercel.app/index.html)
17:39:49	6498/6498	---M--	200	added ('OK')	image/jpeg	etag:%22af3adf502e25fca8ac43e281d739f018%22	https://solapa-html.vercel.app/assets/images/authors/author-4.jpg	E:/sabia/solapa-html.vercel.app/assets/images/authors/author-4.jpg	(from https://solapa-html.vercel.app/index.html)
17:39:49	106744/106744	---M--	200	added ('OK')	image/jpeg	etag:%22bfbe7fbdd2f9e586ee36683fc67961d7%22	https://solapa-html.vercel.app/assets/images/blog/news-1-3.jpg	E:/sabia/solapa-html.vercel.app/assets/images/blog/news-1-3.jpg	(from https://solapa-html.vercel.app/index.html)
17:39:49	12112/12112	---M--	200	added ('OK')	image/png	etag:%226ead204045af63a6a474b3d9c35428be%22	https://solapa-html.vercel.app/assets/images/shapes/footer-shape-1.png	E:/sabia/solapa-html.vercel.app/assets/images/shapes/footer-shape-1.png	(from https://solapa-html.vercel.app/index.html)
17:39:49	4777/4777	---M--	200	added ('OK')	image/png	etag:%2222e08e9ea212f1beb7f9167df44ad3d6%22	https://solapa-html.vercel.app/assets/images/resource/footer-logo.png	E:/sabia/solapa-html.vercel.app/assets/images/resource/footer-logo.png	(from https://solapa-html.vercel.app/index.html)
17:39:49	89500/89500	---MCZ	200	added ('OK')	application/javascript	etag:W/%227c14a783dfeb3d238ccd3edd840d82ee%22	https://solapa-html.vercel.app/assets/vendors/jquery/jquery-v3.6.0.js	E:/sabia/solapa-html.vercel.app/assets/vendors/jquery/jquery-v3.6.0.js	(from https://solapa-html.vercel.app/index.html)
17:39:50	18794/18794	---MCZ	200	added ('OK')	application/javascript	etag:W/%221949b3da794eb7c3af0e47da80f6d89b%22	https://solapa-html.vercel.app/assets/vendors/bootstrap/js/popper.min.js	E:/sabia/solapa-html.vercel.app/assets/vendors/bootstrap/js/popper.min.js	(from https://solapa-html.vercel.app/index.html)
17:39:50	59219/59219	---MCZ	200	added ('OK')	application/javascript	etag:W/%22259e416ef6833be43801b8b68a93b008%22	https://solapa-html.vercel.app/assets/vendors/bootstrap/js/bootstrap.min.js	E:/sabia/solapa-html.vercel.app/assets/vendors/bootstrap/js/bootstrap.min.js	(from https://solapa-html.vercel.app/index.html)
17:39:50	154104/154104	---MCZ	200	added ('OK')	application/javascript	etag:W/%226e11711058a9459a94d5a19b26a78135%22	https://solapa-html.vercel.app/assets/vendors/fancybox/js/jquery.fancybox.js	E:/sabia/solapa-html.vercel.app/assets/vendors/fancybox/js/jquery.fancybox.js	(from https://solapa-html.vercel.app/index.html)
17:39:50	4228/4228	---MCZ	200	added ('OK')	application/javascript	etag:W/%22cbbd68c06c9cdb2481b7050f6e64375e%22	https://solapa-html.vercel.app/assets/vendors/jquery-appear/appear.js	E:/sabia/solapa-html.vercel.app/assets/vendors/jquery-appear/appear.js	(from https://solapa-html.vercel.app/index.html)
17:39:50	17314/17314	---MCZ	200	added ('OK')	application/javascript	etag:W/%226dbee040c8d4fb731bd44936b2efc99a%22	https://solapa-html.vercel.app/assets/vendors/animate/js/parallax.min.js	E:/sabia/solapa-html.vercel.app/assets/vendors/animate/js/parallax.min.js	(from https://solapa-html.vercel.app/index.html)
17:39:51	5693/5693	---MCZ	200	added ('OK')	application/javascript	etag:W/%22567e7cce26dc2060b3be1b9c5ff0d0f9%22	https://solapa-html.vercel.app/assets/vendors/animate/js/tilt.jquery.min.js	E:/sabia/solapa-html.vercel.app/assets/vendors/animate/js/tilt.jquery.min.js	(from https://solapa-html.vercel.app/index.html)
